Sample Detector Cq
seeds2 gene_oamt 24.67918396
seeds2 gene_pbl 24.58127975
seeds2 gene_rab 26.35534286
seeds2 gene_upf 26.64944649
seeds2 gene_nadh 24.53580475
seeds2 gene_26s 25.51977348
seeds2 gene_12dih 21.19250488
seeds2 gene_actin 28.68487358
seeds2 gene_csf 27.31332588
seeds2 gene_cytb 26.10082626
seeds2 gene_nle 26.4583931
seeds2 gene_oamt 24.79530716
seeds2 gene_pbl 24.47203827
seeds2 gene_rab 26.31253052
seeds2 gene_upf 26.72912025
seeds2 gene_nadh 24.4508152
seeds2 gene_26s 25.60278511
seeds2 gene_12dih 21.28261566
seeds2 gene_actin NA
seeds2 gene_csf NA
seeds2 gene_cytb 26.31497192
seeds2 gene_nle 26.35653114
seeds2 gene_oamt 24.72091103
seeds2 gene_pbl 24.50111008
seeds2 gene_rab NA
seeds2 gene_upf NA
seeds3 gene_nadh 24.80609131
seeds3 gene_26s 25.19138908
seeds3 gene_12dih 20.16217613
seeds3 gene_actin 27.97323608
seeds3 gene_csf 26.46269417
seeds3 gene_cytb 26.23868179
seeds3 gene_nle 25.12937927
seeds3 gene_oamt 23.76815605
seeds3 gene_pbl 24.24163055
seeds3 gene_rab 25.31244278
seeds3 gene_upf 26.23710823
seeds3 gene_nadh 24.53276062
seeds3 gene_26s 25.01494598
seeds3 gene_12dih 20.09824181
seeds3 gene_actin 28.12590027
seeds3 gene_csf 26.40398026
seeds3 gene_cytb 26.20038795
seeds3 gene_nle 25.15870667
seeds3 gene_oamt 23.44229317
seeds3 gene_pbl 24.26653481
seeds3 gene_rab 25.25123978
seeds3 gene_upf 26.00066185
seeds3 gene_nadh 24.5504837
seeds3 gene_26s 24.78704453
seeds3 gene_12dih 20.0728817
seeds3 gene_actin 27.88876152
seeds3 gene_csf 26.47631264
seeds3 gene_cytb NA
seeds3 gene_nle 24.79645538
seeds3 gene_oamt 23.56379128
seeds3 gene_pbl 24.13084412
seeds3 gene_rab 25.28249359
seeds3 gene_upf 25.97459602
seeds3 gene_nadh 24.34996796
seeds3 gene_26s 24.92656136
seeds3 gene_12dih 20.05472183
seeds3 gene_actin 27.85518074
seeds3 gene_csf 26.51699448
seeds3 gene_cytb NA
seeds3 gene_nle 24.75004387
seeds3 gene_oamt 23.32942009
seeds3 gene_pbl 23.88409042
seeds3 gene_rab NA
seeds3 gene_upf 25.77646255
seeds4 gene_nadh 24.3966713
seeds4 gene_26s 24.43739319
seeds4 gene_12dih 20.58642769
seeds4 gene_actin 27.90330887
seeds4 gene_csf 26.8638134
seeds4 gene_cytb 26.47107697
seeds4 gene_nle 25.29220772
seeds4 gene_oamt 23.94452286
seeds4 gene_pbl 23.91501236
seeds4 gene_rab 25.32071686
seeds4 gene_upf 26.01687622
seeds4 gene_nadh 24.52423668
seeds4 gene_26s 24.7822094
seeds4 gene_12dih 20.68126488
seeds4 gene_actin 27.65313721
seeds4 gene_csf 26.88269234
seeds4 gene_cytb 26.40916061
seeds4 gene_nle 25.30168152
seeds4 gene_oamt 23.87201691
seeds4 gene_pbl 23.90521431
seeds4 gene_rab 25.07345963
seeds4 gene_upf 25.81817436
seeds4 gene_nadh 24.40547752
seeds4 gene_26s 24.69662666
seeds4 gene_12dih 20.74454308
seeds4 gene_actin 27.68335533
seeds4 gene_csf 26.84406853
seeds4 gene_cytb 26.13066673
seeds4 gene_nle 25.1578846
seeds4 gene_oamt 23.8316803
seeds4 gene_pbl NA
seeds4 gene_rab 25.08571053
seeds4 gene_upf 25.74825096
seeds4 gene_nadh 24.34037971
seeds4 gene_26s 24.35495186
seeds4 gene_12dih 20.57085991
seeds4 gene_actin NA
seeds4 gene_csf NA
seeds4 gene_cytb NA
seeds4 gene_nle 25.27928162
seeds4 gene_oamt 23.68714905
seeds4 gene_pbl NA
seeds4 gene_rab 24.86272049
seeds4 gene_upf 25.62716293
seeds5 gene_nadh 24.97083282
seeds5 gene_26s 25.8548336
seeds5 gene_12dih 21.15251923
seeds5 gene_actin 27.95367813
seeds5 gene_csf 27.14524078
seeds5 gene_cytb 26.45140839
seeds5 gene_nle 25.56936264
seeds5 gene_oamt 24.17431259
seeds5 gene_pbl 24.35757637
seeds5 gene_rab 25.59364891
seeds5 gene_upf 24.69935036
seeds5 gene_nadh 24.76255035
seeds5 gene_26s 25.71757126
seeds5 gene_12dih 21.14581108
seeds5 gene_actin 27.91327095
seeds5 gene_csf 27.2437973
seeds5 gene_cytb 26.36808014
seeds5 gene_nle 25.54188538
seeds5 gene_oamt 24.19796944
seeds5 gene_pbl 24.51825142
seeds5 gene_rab 25.78582001
seeds5 gene_upf 24.67225838
seeds5 gene_nadh 24.78090477
seeds5 gene_26s 25.66323662
seeds5 gene_12dih 21.10875702
seeds5 gene_actin 28.18663025
seeds5 gene_csf 27.415411
seeds5 gene_cytb 26.35678482
seeds5 gene_nle 25.21349144
seeds5 gene_oamt 23.93630219
seeds5 gene_pbl 24.25785828
seeds5 gene_rab 25.58419609
seeds5 gene_upf 24.81505585
seeds5 gene_nadh 24.56220627
seeds5 gene_26s 25.48702812
seeds5 gene_12dih 21.13397026
seeds5 gene_actin 28.07786369
seeds5 gene_csf 26.91495132
seeds5 gene_cytb NA
seeds5 gene_nle 25.35452652
seeds5 gene_oamt 23.86297798
seeds5 gene_pbl 24.33574486
seeds5 gene_rab NA
seeds5 gene_upf 25.04338074
seeds6 gene_nadh 24.96651268
seeds6 gene_26s 25.29474831
seeds6 gene_12dih 21.17362213
seeds6 gene_actin 27.82323837
seeds6 gene_csf 27.1524334
seeds6 gene_cytb 26.52960777
seeds6 gene_nle 25.64024734
seeds6 gene_oamt 23.44570732
seeds6 gene_pbl 23.62458038
seeds6 gene_rab 26.79356384
seeds6 gene_upf 26.33673286
seeds6 gene_nadh 25.32774353
seeds6 gene_26s 25.2030735
seeds6 gene_12dih 21.11054802
seeds6 gene_actin 27.62903023
seeds6 gene_csf 27.28486824
seeds6 gene_cytb 26.3220787
seeds6 gene_nle 25.82237625
seeds6 gene_oamt 23.54593468
seeds6 gene_pbl 23.93438911
seeds6 gene_rab 26.45233154
seeds6 gene_upf 26.02367592
seeds6 gene_nadh 24.79302788
seeds6 gene_26s 25.00291252
seeds6 gene_12dih 20.98870468
seeds6 gene_actin 27.46953201
seeds6 gene_csf 27.19144249
seeds6 gene_cytb 26.16048813
seeds6 gene_nle 25.50460243
seeds6 gene_oamt 23.52070808
seeds6 gene_pbl 23.72517204
seeds6 gene_rab 26.44018555
seeds6 gene_upf 25.92823601
seeds6 gene_nadh 24.96547699
seeds6 gene_26s 24.99288559
seeds6 gene_12dih 21.076931
seeds6 gene_actin 27.65423965
seeds6 gene_csf 27.13787842
seeds6 gene_cytb 26.27199173
seeds6 gene_nle 25.63502502
seeds6 gene_oamt 23.42889404
seeds6 gene_pbl 23.71765518
seeds6 gene_rab NA
seeds6 gene_upf 25.93787575
leaves1 gene_nadh 21.74308586
leaves1 gene_26s 23.56110764
leaves1 gene_12dih 21.01664925
leaves1 gene_actin 25.69830704
leaves1 gene_csf 26.13525391
leaves1 gene_cytb 23.64920616
leaves1 gene_nle 24.45174599
leaves1 gene_oamt 22.54175186
leaves1 gene_pbl 23.5868988
leaves1 gene_rab 24.51324844
leaves1 gene_upf 25.5242424
leaves1 gene_nadh 21.62355423
leaves1 gene_26s 23.51480675
leaves1 gene_12dih 20.96910477
leaves1 gene_actin 25.44282722
leaves1 gene_csf 25.91778564
leaves1 gene_cytb 23.44865036
leaves1 gene_nle 24.42904472
leaves1 gene_oamt 22.52778625
leaves1 gene_pbl 23.37704468
leaves1 gene_rab 24.18366241
leaves1 gene_upf 25.37068939
leaves1 gene_nadh 21.63655281
leaves1 gene_26s 23.53608513
leaves1 gene_12dih 21.06249046
leaves1 gene_actin 25.75899696
leaves1 gene_csf 25.71809387
leaves1 gene_cytb 23.17895699
leaves1 gene_nle 24.1866436
leaves1 gene_oamt 22.32913589
leaves1 gene_pbl 23.229496
leaves1 gene_rab 24.24708557
leaves1 gene_upf 25.23051834
leaves1 gene_nadh 21.54442596
leaves1 gene_26s 23.41387558
leaves1 gene_12dih 21.01171684
leaves1 gene_actin 25.67718124
leaves1 gene_csf 25.75865555
leaves1 gene_cytb 23.22154617
leaves1 gene_nle 24.27199745
leaves1 gene_oamt 22.33479691
leaves1 gene_pbl 23.30673981
leaves1 gene_rab 24.29503822
leaves1 gene_upf 25.19445419
leaves2 gene_nadh 27.75847435
leaves2 gene_26s 25.62574005
leaves2 gene_12dih 22.6707058
leaves2 gene_actin 27.75801086
leaves2 gene_csf 26.9781971
leaves2 gene_cytb 24.32783318
leaves2 gene_nle 25.94635391
leaves2 gene_oamt 24.59046936
leaves2 gene_pbl 24.89693069
leaves2 gene_rab 26.1524086
leaves2 gene_upf 27.11647224
leaves2 gene_nadh 27.63553429
leaves2 gene_26s 25.75081253
leaves2 gene_12dih 22.78372192
leaves2 gene_actin 27.88369751
leaves2 gene_csf 26.86641312
leaves2 gene_cytb 24.14298058
leaves2 gene_nle 25.73699188
leaves2 gene_oamt 24.73404884
leaves2 gene_pbl 24.82078362
leaves2 gene_rab 25.95191002
leaves2 gene_upf 26.82771111
leaves2 gene_nadh 27.41482353
leaves2 gene_26s 25.65052414
leaves2 gene_12dih 22.6206398
leaves2 gene_actin 28.00444221
leaves2 gene_csf 27.2636795
leaves2 gene_cytb 23.96000099
leaves2 gene_nle 25.80513954
leaves2 gene_oamt 24.63513947
leaves2 gene_pbl 24.78063011
leaves2 gene_rab 26.14533997
leaves2 gene_upf 26.70369148
leaves2 gene_nadh 27.56308174
leaves2 gene_26s 25.37147903
leaves2 gene_12dih 22.63989067
leaves2 gene_actin NA
leaves2 gene_csf 26.87917137
leaves2 gene_cytb 24.11608505
leaves2 gene_nle 25.64219666
leaves2 gene_oamt 24.63673019
leaves2 gene_pbl 24.69238663
leaves2 gene_rab 25.9747467
leaves2 gene_upf NA
leaves3 gene_nadh 23.76407433
leaves3 gene_26s 26.67835426
leaves3 gene_12dih 23.21131134
leaves3 gene_actin 28.3891468
leaves3 gene_csf 28.33820152
leaves3 gene_cytb 25.2209053
leaves3 gene_nle 26.52663231
leaves3 gene_oamt 25.48617172
leaves3 gene_pbl 26.14739418
leaves3 gene_rab 26.55673027
leaves3 gene_upf 26.40368652
leaves3 gene_nadh 23.72712898
leaves3 gene_26s 26.46095085
leaves3 gene_12dih 23.0110302
leaves3 gene_actin 28.4485836
leaves3 gene_csf 27.99417114
leaves3 gene_cytb 25.44002151
leaves3 gene_nle 26.47083664
leaves3 gene_oamt 25.38081551
leaves3 gene_pbl 25.95658493
leaves3 gene_rab 26.39912415
leaves3 gene_upf 26.15684891
leaves3 gene_nadh 23.64328575
leaves3 gene_26s 26.6121521
leaves3 gene_12dih 23.09680939
leaves3 gene_actin 28.38821983
leaves3 gene_csf 28.18782234
leaves3 gene_cytb 25.17902565
leaves3 gene_nle 26.38340187
leaves3 gene_oamt 25.17975807
leaves3 gene_pbl 26.02252769
leaves3 gene_rab 26.42774582
leaves3 gene_upf 25.99748993
leaves3 gene_nadh 23.76587486
leaves3 gene_26s 26.5443058
leaves3 gene_12dih 23.00789833
leaves3 gene_actin 28.25147057
leaves3 gene_csf 27.92665672
leaves3 gene_cytb NA
leaves3 gene_nle NA
leaves3 gene_oamt 25.10548592
leaves3 gene_pbl NA
leaves3 gene_rab 26.61017227
leaves3 gene_upf 26.2522049
leaves4 gene_nadh 28.42344093
leaves4 gene_26s 25.2712574
leaves4 gene_12dih 22.65826988
leaves4 gene_actin 27.70418549
leaves4 gene_csf 26.80467987
leaves4 gene_cytb 24.01086235
leaves4 gene_nle 25.69312668
leaves4 gene_oamt 23.87701416
leaves4 gene_pbl 24.9769516
leaves4 gene_rab 25.69700813
leaves4 gene_upf 26.31804276
leaves4 gene_nadh 28.14291573
leaves4 gene_26s 25.22838402
leaves4 gene_12dih 22.72717476
leaves4 gene_actin 27.57880783
leaves4 gene_csf 26.91058922
leaves4 gene_cytb 24.14132118
leaves4 gene_nle 25.72163582
leaves4 gene_oamt 24.18398666
leaves4 gene_pbl 25.07020569
leaves4 gene_rab 25.7353344
leaves4 gene_upf 26.70456886
leaves4 gene_nadh 28.39459038
leaves4 gene_26s 24.98142052
leaves4 gene_12dih 22.838274
leaves4 gene_actin 27.43763161
leaves4 gene_csf 26.64318848
leaves4 gene_cytb 24.1273365
leaves4 gene_nle 25.69408035
leaves4 gene_oamt 24.20412064
leaves4 gene_pbl 25.01129341
leaves4 gene_rab 25.56982803
leaves4 gene_upf 26.74578857
leaves4 gene_nadh 28.00780869
leaves4 gene_26s 24.99639702
leaves4 gene_12dih 22.79100609
leaves4 gene_actin 27.58955383
leaves4 gene_csf 27.07712173
leaves4 gene_cytb 24.09176636
leaves4 gene_nle 25.682724
leaves4 gene_oamt 24.20590973
leaves4 gene_pbl 24.88900375
leaves4 gene_rab 25.40909195
leaves4 gene_upf 26.47018242
leaves5 gene_nadh 22.06550407
leaves5 gene_26s 24.66111755
leaves5 gene_12dih 21.99918938
leaves5 gene_actin 26.03751373
leaves5 gene_csf 26.12399292
leaves5 gene_cytb 23.42607689
leaves5 gene_nle 25.28539658
leaves5 gene_oamt 23.54783058
leaves5 gene_pbl 23.76941681
leaves5 gene_rab 25.06830215
leaves5 gene_upf 25.98090363
leaves5 gene_nadh 21.95836639
leaves5 gene_26s 24.41002846
leaves5 gene_12dih 21.88170242
leaves5 gene_actin 26.28187561
leaves5 gene_csf 26.22421837
leaves5 gene_cytb 23.204813
leaves5 gene_nle 25.03219795
leaves5 gene_oamt 23.34499359
leaves5 gene_pbl 23.57902908
leaves5 gene_rab 24.7165699
leaves5 gene_upf 25.83225441
leaves5 gene_nadh 21.86658859
leaves5 gene_26s 24.32141876
leaves5 gene_12dih 21.83820915
leaves5 gene_actin 25.82427788
leaves5 gene_csf 26.01646042
leaves5 gene_cytb NA
leaves5 gene_nle 25.01255989
leaves5 gene_oamt 23.18332863
leaves5 gene_pbl 23.46101189
leaves5 gene_rab 24.62270737
leaves5 gene_upf 25.57209969
leaves5 gene_nadh 21.82514954
leaves5 gene_26s NA
leaves5 gene_12dih NA
leaves5 gene_actin NA
leaves5 gene_csf NA
leaves5 gene_cytb NA
leaves5 gene_nle NA
leaves5 gene_oamt NA
leaves5 gene_pbl NA
leaves5 gene_rab NA
leaves5 gene_upf NA
leaves6 gene_nadh 24.68941116
leaves6 gene_26s 24.94780922
leaves6 gene_12dih 22.43612862
leaves6 gene_actin 26.10925865
leaves6 gene_csf 26.63366318
leaves6 gene_cytb 23.99813461
leaves6 gene_nle 25.10537338
leaves6 gene_oamt 23.61325455
leaves6 gene_pbl 24.70829201
leaves6 gene_rab 25.45418549
leaves6 gene_upf 26.15825081
leaves6 gene_nadh 24.52635765
leaves6 gene_26s 24.78786659
leaves6 gene_12dih 22.42939377
leaves6 gene_actin 26.2189312
leaves6 gene_csf 26.5224514
leaves6 gene_cytb 23.8187542
leaves6 gene_nle 25.28348351
leaves6 gene_oamt 23.5705204
leaves6 gene_pbl 24.84724998
leaves6 gene_rab 25.41353989
leaves6 gene_upf 26.00984192
leaves6 gene_nadh 24.53549385
leaves6 gene_26s 24.92528915
leaves6 gene_12dih 22.50355721
leaves6 gene_actin 26.26712036
leaves6 gene_csf 26.66582108
leaves6 gene_cytb 23.85513306
leaves6 gene_nle 25.02873993
leaves6 gene_oamt 23.61439896
leaves6 gene_pbl 24.79561424
leaves6 gene_rab 25.37241936
leaves6 gene_upf 26.15958977
leaves6 gene_nadh NA
leaves6 gene_26s NA
leaves6 gene_12dih NA
leaves6 gene_actin NA
leaves6 gene_csf NA
leaves6 gene_cytb NA
leaves6 gene_nle NA
leaves6 gene_oamt NA
leaves6 gene_pbl NA
leaves6 gene_rab NA
leaves6 gene_upf NA
